          MJD       m       dm    uJy   duJy  F  err     chi/N         RA       Dec         x         y    maj   min   phi  apfit    Sky     ZP             Obs  Mask  o0_Nmasked  o1_mean  o1_mean_err  o1_stddev    o1_X2norm  o1_Nvalid  o1_Nnan  Noffsetlc  o2_mean  o2_mean_err  o2_stddev  o2_X2norm  o2_Nused  o2_Nskipped  o2_Nin
 57949.495211  20.935    1.145     15     18  o    0      1.49  299.61892  62.13773   4364.19   6373.05   3.51  2.92  89.2 -0.429  18.91  20.16  01a57949o0505o  1024           0     27.0        2.953      7.234       0.1311          7        0          7   24.868        7.275      6.932     0.1167         7            0       7
 57949.512790  21.152    1.509     13     19  o    0      4.59  299.61892  62.13773   4310.72   6363.31   3.46  2.93  89.2 -0.438  18.91  20.13  01a57949o0541o     0           0      6.0        5.206     12.752       0.3487          7        0          7    3.715        7.535     12.356     0.3334         7            0       7
 57949.516187  15.504    0.008   2284     17  o    0    488.53  299.61892  62.13773   4297.09   6493.50   3.43  2.83  88.2 -0.438  18.92  20.12  01a57949o0548o   516           4     95.0      369.381    904.794    2604.0722          7        0          7  -16.589       10.514     55.952     6.9703         3            0       3
 57953.466075  15.739    0.007   1838     14  o    0    486.72  299.61892  62.13773   5115.82   6565.36   3.61  2.84 -88.4 -0.423  19.19  20.92  01a57953o0442o     4           4   1398.0      425.483   1042.216    4827.0432          7        0          7    2.630        9.526      8.886     0.2740         2            1       3
 57953.475350  15.433    0.006   2437     14  o    0    866.93  299.61892  62.13773   5141.91   6639.18   3.59  2.83 -87.6 -0.431  19.22  20.92  01a57953o0461o   516           5   2254.0      553.097   1354.806    8051.3555          7        0          7   14.411       10.235     62.183    11.6390         2            0       2
 57953.476315  15.677    0.007   1946     13  o    0    568.90  299.61892  62.13773   5078.29   6566.54   3.63  2.87 -87.7 -0.426  19.18  20.91  01a57953o0463o     4           6   1871.0      353.661    866.288    3138.2361          7        0          7    0.000       15.000        NaN        NaN         1            0       1
 57953.492897  15.712    0.006   1884     12  o    0    661.84  299.61892  62.13773   5067.77   6746.37   3.62  2.82  89.5 -0.428  19.22  20.97  01a57953o0497o     4           5   1792.0      455.589   1115.960    5901.1286          7        0          7    0.500        9.899      6.204     0.1250         2            0       2
 57955.448400  21.962    2.100      6     12  o    0      0.74  299.61892  62.13773   6218.51   3003.50   2.14  2.01  53.8 -0.463  19.54  20.77  02a57955o0420o     0           1      4.0      303.175    742.625    5076.2869          7        0          7   -2.209        4.371     10.687     1.0906         6            0       6
 57957.446585  20.206    0.546     30     16  o    0      8.85  299.61892  62.13773   2839.22   6032.51   3.30  2.70  89.5 -0.454  19.08  20.39  01a57957o0419o     0           4   1486.0      563.763   1380.931    6239.5631          7        0          7  -13.087        9.781     29.746     2.2554         3            0       3
 57957.455846  19.376    0.283     64     18  o    0      3.31  299.61892  62.13773   2852.98   6105.63   3.40  2.75  88.6 -0.447  19.06  20.40  01a57957o0438o    96           2    106.0       34.958     85.630      22.5836          7        0          7  106.500       12.728     32.790     2.1127         2            3       5
 57957.474384  15.128    0.005   3228     15  o    0   1402.70  299.61892  62.13773   2799.03   6099.90   3.40  2.71  88.3 -0.448  19.09  20.49  01a57957o0476o   516           5   2800.0      725.483   1777.063   11436.5866          7        0          7  -12.000       11.314     38.994     3.7812         2            0       2
 57957.476811  19.319    0.240     68     16  o    0      2.69  299.61892  62.13773   2774.95   6226.42   3.37  2.74  86.4 -0.450  19.09  20.47  01a57957o0481o     0           0     27.0       12.496     30.609       3.2671          7        0          7   18.373        7.089     19.522     1.1743         6            1       7
 57959.449668 -20.873    0.924    -16     15  o    0      1.29  299.61892  62.13773   6040.08   5614.06   2.12  1.96 -37.4 -0.467  19.52  20.51  02a57959o0419o     0           0      5.0        5.985     14.661       1.3347          7        0          7    1.078        5.034     14.696     1.2335         7            0       7
 57959.459055 -20.546    0.628    -22     14  o    0      1.01  299.61892  62.13773   6013.29   5573.17   2.21  2.03 -37.1 -0.458  19.52  20.54  02a57959o0438o     0           0     -8.0        3.435      8.414       0.3880          7        0          7   -6.242        5.018      8.229     0.3676         7            0       7
 57959.483667 -21.902    1.615     -6     10  o    0      1.78  299.61892  62.13773   6074.00   5653.08   2.11  1.99 -31.5 -0.462  19.58  20.74  02a57959o0477o     0           0     -3.0        5.266     12.900       1.0835          7        0          7    0.694        4.462     12.038     0.9692         7            0       7
 57959.485614  21.049    0.927     14     13  o    0      0.64  299.61892  62.13773   6091.44   5535.68   2.07  1.94 -34.9 -0.463  19.61  20.70  02a57959o0481o     0           1      5.0      252.121    617.568    4333.0829          7        0          7    4.049        4.792     13.591     1.1706         6            0       6
 57963.460823  21.828    1.884      7     13  o    0      1.39  299.61892  62.13773   6429.14   5950.11   2.21  1.95 -39.8 -0.439  19.63  20.86  02a57963o0006o     0           0      9.0       12.371     30.302       5.0923          7        0          7   -2.194        5.006     20.484     2.6607         6            1       7
 57963.470227 -21.377    1.342    -10     14  o    0      0.72  299.61892  62.13773   6409.13   5907.66   2.10  1.90 -40.0 -0.454  19.62  20.81  02a57963o0025o     0           0     -9.0        6.319     15.478       1.5843          7        0          7   -6.716        4.635     15.611     1.5438         7            0       7
 57963.471202  22.764    4.419      3     13  o    0      1.01  299.61892  62.13773   6471.46   6004.82   2.08  1.92 -34.9 -0.452  19.65  20.82  02a57963o0027o     0           0      7.0        7.792     19.087       1.7644          7        0          7   11.007        5.059     19.315     1.6598         7            0       7
 57963.488912  19.506    0.216     57     12  o    0      1.84  299.61892  62.13773   6488.74   5888.93   2.01  1.97  27.2 -0.470  19.56  20.80  02a57963o0063o     0           0      4.0        7.846     19.220       2.5487          7        0          7    2.792        4.454     19.290     2.5364         7            0       7
 57965.445573  16.042    0.009   1390     13  o    0    411.90  299.61892  62.13773   4115.04   7349.98   2.96  2.78  81.6 -0.436  19.30  20.92  01a57965o0402o     4           4   1591.0      535.330   1311.286    8923.0769          7        0          7   -6.905        7.787     19.196     1.6271         3            0       3
 57965.455464  19.593    0.249     53     13  o    0      7.66  299.61892  62.13773   4137.09   7430.30   2.89  2.75 -87.6 -0.442  19.31  20.88  01a57965o0422o     0           3     90.0     1046.289   2562.875   34374.7102          7        0          7  -18.636        7.636     20.000     1.8495         3            1       4
 57965.456436  19.469    0.258     59     15  o    0      1.77  299.61892  62.13773   4072.41   7355.95   2.90  2.74  87.2 -0.440  19.33  20.88  01a57965o0424o     0           3     14.0      205.397    503.117    1616.7052          7        0          7    9.102        6.973      6.205     0.1714         4            0       4
 57965.473549  19.982    0.386     37     14  o    0      1.73  299.61892  62.13773   4066.51   7538.03   2.95  2.81  80.5 -0.436  19.30  20.84  01a57965o0459o     0           2     17.0       57.474    140.782     121.0060          7        0          7    7.775        7.087     12.901     0.6490         4            1       5
 57967.428500 -22.832    4.966     -3     13  o    0      1.32  299.61892  62.13773   5357.83   3753.35   2.02  1.91  57.0 -0.479  19.31  20.23  02a57967o0369o     0           0      2.0        4.962     12.156       0.5217          7        0          7    4.185        6.263     11.611     0.5014         7            0       7
 57967.438315  19.503    0.255     57     15  o    0      2.29  299.61892  62.13773   5340.50   3713.10   2.03  1.93  56.6 -0.475  19.30  20.17  02a57967o0389o     0           0      5.0        5.097     12.486       0.5343          7        0          7    4.737        6.493     12.494     0.5340         7            0       7
 57967.457533 -19.987    0.525    -37     19  o    0      1.29  299.61892  62.13773   5392.78   3791.21   2.04  1.91  51.0 -0.474  19.05  19.83  02a57967o0428o     0           0      7.0        5.635     13.802       0.5501          7        0          7    4.693        7.115     13.498     0.5326         7            0       7
 57967.459487  20.451    1.035     24     25  o    0      0.67  299.61892  62.13773   5419.36   3674.21   2.00  1.89  51.1 -0.477  18.89  19.66  02a57967o0432o     0           0      8.0       11.172     27.367       1.7763          7        0          7   22.868        8.100     25.327     1.2148         7            0       7
 57969.428560  18.834    0.162    106     17  o    0      3.94  299.61892  62.13773   2134.58   6572.07   3.05  2.60 -89.4 -0.473  19.03  20.15  01a57969o0292o     0           1     20.0       14.961     36.647       3.2520          7        0          7    5.103        7.603     31.097     2.5297         6            0       6
 57969.437888  19.031    0.221     89     20  o    0      4.10  299.61892  62.13773   2151.20   6646.09   3.34  2.81  87.2 -0.447  18.96  20.15  01a57969o0311o  1024           1     26.0       14.728     36.077       2.9654          7        0          7   31.924        7.809     25.705     1.6434         6            0       6
 57969.456969 -20.811    1.067    -17     18  o    0      3.46  299.61892  62.13773   2101.89   6642.25   3.46  3.05  85.3 -0.430  18.85  20.14  01a57969o0350o     0           2     16.0        5.990     14.673       0.5043          7        0          7   16.008        8.540     10.218     0.2440         5            0       5
 57969.458435  19.792    0.422     44     19  o    0      3.98  299.61892  62.13773   2077.68   6764.79   3.38  2.98  87.6 -0.441  18.88  20.15  01a57969o0353o  1024           0     25.0        7.042     17.248       0.6388          7        0          7   26.039        7.385     17.234     0.6355         7            0       7
 57972.417294 -20.687    2.054    -19     40  o    0      0.81  299.61892  62.13773   3964.08   2913.97   2.01  1.88  46.6 -0.454  18.29  18.59  02a57972o0362o     0           0     22.0       14.843     36.357       1.1085          7        0          7   15.105       12.418     34.961     1.0571         7            0       7
 57972.427042  19.718    0.579     47     27  o    0      0.82  299.61892  62.13773   3946.56   2875.56   2.01  1.90  44.3 -0.467  18.58  18.92  02a57972o0382o     0           0      4.0       11.464     28.082       1.1661          7        0          7    9.130        9.445     27.848     1.1169         7            0       7
 57972.428014  23.209   14.250      2     27  o    0      0.95  299.61892  62.13773   4010.06   2951.73   2.04  1.92  46.9 -0.468  18.60  18.88  02a57972o0384o     0           0    -12.0        8.255     20.220       0.4773          7        0          7   -7.645       11.237     20.113     0.4522         7            0       7
 57972.429000  20.463    1.101     24     26  o    0      0.88  299.61892  62.13773   4028.19   2835.76   2.08  1.95  47.8 -0.456  18.60  18.91  02a57972o0386o     0           0     17.0        9.823     24.060       0.6928          7        0          7   19.512       10.162     24.170     0.6827         7            0       7
 57974.419478  22.855    8.067      3     21  o    0      2.45  299.61892  62.13773   3492.05   5423.01   2.86  2.76  15.8 -0.455  18.84  19.82  01a57974o0356o     0           1      0.0       16.847     41.265       3.1490          7        0          7    1.220        9.220     26.439     1.1964         6            0       6
 57974.439270  23.118   12.417      2     26  o    0      1.10  299.61892  62.13773   3518.51   5539.69   2.84  2.74  27.8 -0.448  18.81  19.78  01a57974o0394o     0           0     17.0       14.477     35.462       1.9458          7        0          7    9.957        9.465     35.088     1.8536         7            0       7
 57974.440806  22.965    9.929      2     24  o    0      1.36  299.61892  62.13773   3456.79   5469.54   2.79  2.72  37.3 -0.454  18.84  19.78  01a57974o0397o     0           0      9.0       10.222     25.038       1.0110          7        0          7   12.807        9.129     24.462     0.9820         7            0       7
 57974.459016  20.501    1.015     23     23  o    0      1.05  299.61892  62.13773   3452.45   5652.71   2.85  2.77  36.1 -0.455  18.80  19.76  01a57974o0432o     0           0     10.0       12.711     31.136       1.5039          7        0          7    5.804        9.070     31.006     1.4682         7            0       7
