          MJD       m       dm    uJy   duJy  F  err     chi/N         RA       Dec         x         y    maj   min   phi  apfit    Sky     ZP             Obs  Mask  o0_Nmasked  o1_mean  o1_mean_err  o1_stddev    o1_X2norm  o1_Nvalid  o1_Nnan  Noffsetlc  o2_mean  o2_mean_err  o2_stddev  o2_X2norm  o2_Nused  o2_Nskipped  o2_Nin
 58480.230813  18.978    0.183     93     17  o    0      2.39  299.61892  62.13773   6096.27   3674.08   2.42  2.09 -58.0 -0.449  19.17  20.19  02a58480o0068o     0           0     12.0       10.017     24.537       1.8320          7        0          7   19.385        6.566     23.584     1.6212         7            0       7
 58480.240745  19.236    0.258     73     19  o    0      1.74  299.61892  62.13773   6112.47   3560.70   2.39  2.05 -53.6 -0.447  19.15  20.14  02a58480o0089o     0           0     -6.0       24.810     60.772       9.6121          7        0          7   -4.799        7.379     26.718     2.0217         6            1       7
 58486.199734  18.528    0.721    141    102  o    0      0.68  299.61892  62.13773   1208.23   9249.04   3.09  3.02 -51.2 -0.474  17.44  18.01  01a58486o0029o     0           2    -30.0       28.104     68.840       0.4919          7        0          7   -2.864       37.834     70.844     0.5344         5            0       5
 58486.204872  21.225    3.022     12     36  o    0      1.31  299.61892  62.13773   1243.23   9296.74   3.30  3.19 -44.5 -0.445  18.37  19.39  01a58486o0040o     0           0     24.0       21.945     53.755       1.8555          7        0          7   12.205       14.339     51.369     1.7427         7            0       7
 58486.212389  19.376    0.300     64     19  o    0      3.81  299.61892  62.13773   1203.26   9225.42   3.39  3.26 -61.3 -0.434  18.94  20.49  01a58486o0056o   512           3    108.0      313.013    766.722    2387.2331          7        0          7    6.822       11.896     46.695     3.7565         3            1       4
 58486.221274  18.891    0.183    101     18  o    0     10.16  299.61892  62.13773   1216.33   9356.14   3.50  3.39 -74.4 -0.431  19.03  20.80  01a58486o0075o   100           2    205.0       64.201    157.261      72.5775          7        0          7  107.000       19.000        NaN        NaN         1            4       5
 58594.634943  19.100    0.968     83     80  o    0      1.18  299.61892  62.13773   3287.05   9499.04   3.12  3.00 -48.5 -0.468  17.47  18.17  01a58594o0869o     0           0    -10.0       33.953     83.168       1.0611          7        0          7   -1.524       28.697     82.921     1.0465         7            0       7
 58610.626361 -20.954    4.770    -15     72  o    0      1.58  299.61892  62.13773   9873.44   6638.53   3.09  2.91  11.4 -0.460  18.12  18.87  01a58610o0707o     0           0    -15.0       21.385     52.382       0.4904          7        0          7   -8.698       26.962     51.967     0.4813         7            0       7
 58616.563026 -23.625   11.000     -1     14  o    0      0.84  299.61892  62.13773   3824.29   8964.91   2.15  2.02  73.3 -0.428  19.65  20.98  02a58616o0532o     0           1     18.0      409.547   1003.181    6431.9602          7        0          7   15.241        5.482     22.395     2.4002         6            0       6
 58616.565799  20.940    0.841     15     13  o    0      1.63  299.61892  62.13773   3843.73   9002.79   2.20  2.02  64.6 -0.424  19.63  20.94  02a58616o0538o     0           1      0.0      278.326    681.757    2970.6595          7        0          7   -0.486        6.360      9.875     0.3402         6            0       6
 58616.571819 -21.694    1.920     -8     15  o    0      0.81  299.61892  62.13773   3783.38   8926.03   2.19  2.04  66.9 -0.432  19.59  20.96  02a58616o0551o     0           1     10.0      399.767    979.226    6128.8479          7        0          7    4.855        5.602     12.804     0.8363         6            0       6
 58616.583740 -24.893   26.500      0     11  o    0      1.98  299.61892  62.13773   3762.67   9040.98   2.16  2.04  68.1 -0.427  19.61  20.90  02a58616o0576o     0           1     -5.0      254.366    623.066    4410.6491          7        0          7   -6.980        5.425     11.978     0.6633         6            0       6
 58618.495126  14.731    0.005   4651     22  o    0   1628.80  299.61892  62.13773   3527.16   9877.59   2.71  2.61 -50.5 -0.484  18.87  20.00  01a58618o0542o     4           3     -2.0      622.609   1525.075    5224.1109          7        0          7   -7.563       11.418      5.718     0.0515         4            0       4
 58618.497912  19.716    0.385     47     18  o    0      2.40  299.61892  62.13773   3501.77   9832.06   2.69  2.60 -47.5 -0.502  18.92  20.01  01a58618o0548o    32           0    -10.0       36.464     89.319      21.3232          7        0          7  -19.222        9.410     27.917     1.6614         5            2       7
 58618.503136  19.133    0.236     81     19  o    0      2.28  299.61892  62.13773   3558.77   9910.86   2.66  2.60 -59.5 -0.502  18.94  20.02  01a58618o0559o     0           0      9.0       16.982     41.598       2.6982          7        0          7   18.147        8.607     40.304     2.5100         7            0       7
 58618.512975  20.990    1.424     15     21  o    0      1.59  299.61892  62.13773   3584.82   9798.29   2.72  2.63 -45.9 -0.486  18.91  20.07  01a58618o0579o     0           0      4.0       14.103     34.544       2.3644          7        0          7   13.906        7.529     31.426     2.0758         7            0       7
 58620.594179 -20.935    1.629    -15     25  o    0      0.94  299.61892  62.13773  10497.85   4379.82   2.46  2.11 -52.1 -0.461  19.00  19.62  02a58620o0577o     0           1    -17.0      810.019   1984.132    8215.8275          7        0          7  -24.740       10.263     38.515     2.0792         6            0       6
 58620.597443  21.440    3.402     10     33  o    0      0.90  299.61892  62.13773  10517.99   4421.38   2.35  2.11 -53.3 -0.460  19.03  19.67  02a58620o0584o     0           1     -4.0     1715.050   4200.997   22281.7771          7        0          7    6.996       14.295     41.752     1.0090         6            0       6
 58620.597900 -22.686    6.207     -3     19  o    0      0.97  299.61892  62.13773   1164.39   4485.20   2.14  2.05  52.4 -0.464  19.04  19.63  02a58620o0585o     0           0      9.0        2.994      7.333       0.1567          7        0          7    5.522        6.948      6.336     0.1149         7            0       7
 58620.605030  20.105    0.545     33     18  o    0      1.15  299.61892  62.13773   1184.20   4524.55   2.17  2.04  43.5 -0.457  19.09  19.80  02a58620o0600o     0           1      3.0      630.473   1544.336    8574.7693          7        0          7   -1.843        7.522     17.629     0.8583         6            0       6
 58620.611046  21.916    3.117      6     19  o    0      1.74  299.61892  62.13773   1126.38   4443.32   2.15  2.01  40.6 -0.464  19.13  19.81  02a58620o0613o     0           1     -3.0      954.277   2337.493   11403.8225          7        0          7   -3.500        8.289     18.333     0.6639         6            0       6
 58620.611621  20.647    0.883     20     18  o    0      1.10  299.61892  62.13773    149.47   6229.30   2.16  1.85 -41.3 -0.360  19.15  19.83  02a58620o0614o     0           0     -3.0        4.550     11.145       0.4320          7        0          7   -0.821        6.546     11.132     0.4135         7            0       7
 58620.616678  19.812    0.606     43     26  o    0      0.56  299.61892  62.13773    166.05   6110.80   2.07  1.92 -23.5 -0.359  19.02  19.56  02a58620o0624o     0           0      0.0       16.245     39.791       3.5857          7        0          7    2.793        8.874     19.576     0.7551         6            1       7
 58620.618158  21.713    3.029      8     23  o    0      0.88  299.61892  62.13773   1107.78   4558.55   2.14  2.09  25.7 -0.460  18.84  19.36  02a58620o0627o     0           0    -24.0       12.324     30.189       1.7178          7        0          7   -8.870        8.502     25.672     1.1899         7            0       7
 58622.537187 -22.590    7.944     -3     26  o    0     10.22  299.61892  62.13773   3527.94   9880.64   2.87  2.75 -54.4 -0.480  18.52  19.54  01a58622o0633o     4           0     35.0       10.110     24.765       0.7747          7        0          7   27.989       10.287     23.906     0.6973         7            0       7
 58622.539955  17.370    0.065    409     27  o    0      9.88  299.61892  62.13773   3510.22   9842.82   2.96  2.87 -57.8 -0.462  18.53  19.54  01a58622o0639o    32           0     16.0       52.549    128.718      18.6694          7        0          7  -14.885       15.219     24.957     0.5402         4            3       7
 58622.553087  19.331    0.447     67     30  o    0      8.94  299.61892  62.13773   3569.14   9919.38   3.25  3.15 -66.7 -0.435  18.46  19.59  01a58622o0667o     0           0      4.0       20.337     49.814       2.6407          7        0          7    2.740       11.770     49.972     2.6388         7            0       7
 58622.562595  19.414    0.532     62     33  o    0      3.62  299.61892  62.13773   3588.35   9804.00   3.41  3.31  86.7 -0.426  18.44  19.59  01a58622o0687o     0           0     19.0       16.832     41.230       1.7103          7        0          7   29.468       11.044     38.992     1.5606         7            0       7
 58626.551833  22.468    5.800      4     22  o    0      3.71  299.61892  62.13773   8351.40   3550.72   3.57  3.19  -3.2 -0.403  18.92  20.30  01a58626o0694o     0           0     29.0       10.164     24.896       1.5297          7        0          7   17.423        7.752     21.992     1.1580         7            0       7
 58626.554604  18.474    0.127    148     19  o    0     11.44  299.61892  62.13773   8331.98   3511.97   3.46  2.99  -4.6 -0.405  18.97  20.27  01a58626o0700o    36           2     77.0       39.043     95.635      26.7258          7        0          7   -4.040       11.162     14.914     0.5034         3            2       5
 58626.560613  18.027    0.092    224     20  o    0     19.42  299.61892  62.13773   8392.42   3591.50   4.40  4.00  -4.3 -0.347  18.70  20.35  01a58626o0713o  1540           4    174.0       18.191     44.559       3.7944          7        0          7  169.956       13.090     62.332     5.6051         3            0       3
 58626.570342  19.102    0.216     83     18  o    0      9.07  299.61892  62.13773   8413.46   3476.24   3.76  3.12  -4.0 -0.387  18.94  20.34  01a58626o0732o  1024           1     34.0       21.816     53.439       7.9409          7        0          7   54.103        8.272     34.141     2.9678         5            1       6
 58630.567919  15.837    0.008   1679     13  o    0    531.34  299.61892  62.13773   8344.60   3551.85   3.10  2.82  -5.2 -0.434  19.26  20.77  01a58630o0708o     4           3     19.0      664.181   1626.906   14410.0577          7        0          7    0.240        7.207     18.594     1.5257         4            0       4
 58630.570683  15.580    0.007   2129     15  o    0    568.37  299.61892  62.13773   8322.54   3513.16   3.20  3.04 -19.1 -0.424  19.19  20.77  01a58630o0714o   100           5   1989.0      488.626   1196.885    5547.5337          7        0          7      NaN          NaN        NaN        NaN         0            2       2
 58630.576265  20.710    0.701     19     13  o    0     19.64  299.61892  62.13773   8384.43   3591.42   3.27  2.96  -9.8 -0.422  19.23  20.82  01a58630o0726o  1540           3     78.0      193.392    473.712    1430.5599          7        0          7   44.982        9.201     34.694     3.8881         3            1       4
 58630.586044  15.444    0.006   2413     14  o    0    770.10  299.61892  62.13773   8402.26   3475.23   3.42  2.95  -6.0 -0.411  19.25  20.90  01a58630o0747o     4           6   2445.0      466.001   1141.466    6151.5336          7        0          7    6.000       14.000        NaN        NaN         1            0       1
 58634.542761  20.109    0.477     33     16  o    0      4.62  299.61892  62.13773   8769.02  10082.40   2.88  2.76  84.1 -0.486  19.25  21.05  01a58634o0665o     0           0     28.0       19.611     48.036       7.4875          7        0          7   15.518        6.622     27.828     2.6689         6            1       7
 58634.543682  14.087    0.003   8416     23  o    0   3251.41  299.61892  62.13773    589.79     67.02   3.39  3.05 -13.8 -0.459  19.28  20.97  01a58634o0667o     4           4    653.0     2399.877   5878.475   48222.9443          7        0          7  -28.150       17.527     33.042     0.9781         2            1       3
 58634.546050  19.306    0.264     69     18  o    0     12.61  299.61892  62.13773   8749.90  10041.01   2.90  2.74  88.1 -0.485  19.28  20.99  01a58634o0672o     4           2     26.0      424.263   1039.229    4484.8542          7        0          7    4.705        7.689     25.875     2.1844         4            1       5
 58634.555508  14.959    0.004   3770     16  o    0   1460.51  299.61892  62.13773    633.43    104.27   3.44  3.12 -14.3 -0.460  19.24  21.09  01a58634o0690o     4           5   3802.0     1003.586   2458.274   14522.5745          7        0          7   16.555       14.089     34.734     1.8965         2            0       2
 58634.556890  15.116    0.005   3263     15  o    0   1446.46  299.61892  62.13773   8810.85  10122.88   3.04  2.85 -85.8 -0.475  19.27  21.10  01a58634o0693o     4           3     22.0      854.214   2092.389   17467.9438          7        0          7  -15.612        8.345     31.314     2.8372         4            0       4
 58634.564068  19.003    0.161     91     15  o    0      7.93  299.61892  62.13773   8824.02  10004.62   2.92  2.73 -86.5 -0.488  19.35  21.15  01a58634o0708o    32           0     13.0       16.980     41.593       7.5157          7        0          7   13.479        6.372     15.862     1.0721         5            2       7
 58638.551650  14.531    0.017   5593     92  o    0    134.73  299.61892  62.13773   8766.96  10082.52   2.94  2.72  87.7 -0.492  17.48  18.92  01a58638o0295o     4           7    209.0      449.826   1101.845     119.8137          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58638.555397  14.213    0.005   7492     35  o    0   1115.87  299.61892  62.13773   8748.13  10041.08   3.30  3.13 -87.0 -0.441  18.17  19.78  01a58638o0303o     4           6   6803.0     1633.522   4001.294    8675.8221          7        0          7  112.000       42.000        NaN        NaN         1            0       1
 58638.560122  13.938    0.004   9659     41  o    0   1443.77  299.61892  62.13773  10012.32  10436.06   3.34  3.11  60.4 -0.464  18.01  19.62  01a58638o0313o   516           5   9539.0     2863.539   7014.209   17519.6624          7        0          7  -36.938       35.876    115.106     3.1879         2            0       2
 58638.562888  16.615    0.038    820     31  o    0     29.65  299.61892  62.13773  10036.34  10473.45   3.03  2.74  73.5 -0.505  18.75  20.28  01a58638o0319o   516           1     64.0      713.626   1748.020    4479.7984          7        0          7   18.045       13.970     66.191     3.9284         5            1       6
 58638.564889  17.647    0.132    317     42  o    0     11.28  299.61892  62.13773   8807.94  10124.17   3.16  2.97 -75.7 -0.480  18.37  20.02  01a58638o0323o     4           3    310.0      138.101    338.278      63.6128          7        0          7   14.125       25.515     52.688     1.0923         3            1       4
 58638.572416  16.517    0.259    897    232  o    0     12.67  299.61892  62.13773   9968.78  10401.32   3.11  2.81  75.8 -0.501  16.60  18.10  01a58638o0339o     5           7    377.0      394.902    967.309      15.4397          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58638.576183  16.897    0.123    633     78  o    0     10.41  299.61892  62.13773   8822.23  10006.83   2.99  2.76  88.4 -0.490  17.74  19.28  01a58638o0347o   516           2    185.0      154.822    379.234      19.5577          7        0          7  -32.700       41.740    167.289     3.1080         4            1       5
 58638.583235  15.041    1.004   3497   3512  o    0      0.22  299.61892  62.13773   9955.74  10522.47   2.92  2.76  39.4 -0.508  16.80  18.32  01a58638o0362o     1           7   1412.0     2393.903   4146.362       1.7932          4        0          4      NaN          NaN        NaN        NaN         0            0      -3
 58642.561373  20.242    0.449     29     13  o    0      6.56  299.61892  62.13773   3037.88   4545.89   3.34  2.85 -12.9 -0.428  19.26  20.99  01a58642o0700o   512           3     51.0      113.445    277.882     582.7961          7        0          7   21.277        7.787     34.215     5.4177         3            1       4
 58642.566144  15.429    0.005   2445     13  o    0   1195.60  299.61892  62.13773   7468.20   6015.19   2.94  2.82 -21.5 -0.452  19.33  20.98  01a58642o0710o  1028           3     50.0      749.274   1835.339   15865.1275          7        0          7   31.545        7.876     17.601     1.2711         3            1       4
 58642.585517  19.131    0.174     81     14  o    0      7.23  299.61892  62.13773   3000.37   4505.89   3.25  2.90 -11.4 -0.438  19.33  21.15  01a58642o0750o     0           6    729.0      209.404    512.932    1213.1669          7        0          7    3.000       15.000        NaN        NaN         1            0       1
 58642.597315  16.585    0.014    844     12  o    0    153.31  299.61892  62.13773   2986.91   4620.09   3.34  2.84 -14.1 -0.427  19.32  21.22  01a58642o0775o  1028           4    838.0      241.944    592.640    2368.9041          7        0          7   68.238        8.109     15.122     1.0906         2            1       3
 58644.525137  25.708   60.000      0     11  o    0      1.26  299.61892  62.13773   8749.81   2571.02   2.08  1.90 -58.7 -0.442  19.65  21.04  02a58644o0625o     0           0      3.0        4.533     11.105       0.6964          7        0          7    2.043        4.576     10.858     0.6891         7            0       7
 58644.527880  22.937    5.080      2     12  o    0      1.33  299.61892  62.13773   8769.28   2610.07   2.12  1.93 -56.6 -0.441  19.61  21.04  02a58644o0631o     0           0     -4.0        4.645     11.378       0.7688          7        0          7   -1.879        4.714     11.393     0.7351         7            0       7
 58644.534471  21.352    1.187     10     12  o    0      0.99  299.61892  62.13773   8714.19   2534.94   2.13  1.93 -57.4 -0.438  19.63  21.04  02a58644o0645o     0           0     -1.0        1.927      4.719       0.1236          7        0          7   -2.162        5.009      4.678     0.1146         7            0       7
 58644.553437  20.572    0.743     21     16  o    0      0.57  299.61892  62.13773   1907.57   7915.98   1.94  1.86 -20.3 -0.447  19.67  21.01  02a58644o0685o     0           2      0.0      437.997   1072.870    8750.7799          7        0          7   -4.477        5.782     19.140     1.5730         5            0       5
 58648.594458  20.666    0.635     20     12  o    0      1.22  299.61892  62.13773   1831.03   7991.60   2.04  1.91 -34.6 -0.456  19.53  20.68  02a58648o0766o     0           0    -18.0       13.331     32.655       2.7625          7        0          7  -15.835        5.613     16.991     0.7983         6            1       7
 58648.597659 -21.865    2.246     -6     15  o    0      1.15  299.61892  62.13773   1810.85   7950.50   2.04  1.90 -39.2 -0.453  19.52  20.67  02a58648o0773o     0           0      1.0       15.433     37.803       4.2800          7        0          7   -2.158        6.345     14.431     0.8340         6            1       7
 58648.604748  20.404    0.660     25     16  o    0      1.14  299.61892  62.13773   1859.06   8028.91   2.04  1.94  11.0 -0.435  19.46  20.65  02a58648o0788o     0           0     15.0       14.960     36.645       5.2062          7        0          7    0.728        6.272     18.961     1.2735         6            1       7
 58648.609782 -23.628   11.615     -1     15  o    0      3.35  299.61892  62.13773   1878.65   7903.66   2.20  1.92  29.3 -0.413  19.36  20.37  02a58648o0799o     0           0     20.0        7.915     19.388       1.5468          7        0          7   14.786        5.406     18.402     1.3917         7            0       7
 58650.540193  22.056    4.679      6     26  o    0      2.98  299.61892  62.13773   6847.40   4259.29   3.11  2.77  -5.0 -0.443  18.67  19.63  01a58650o0516o     0           1      1.0       14.294     35.013       1.9693          7        0          7  -19.498       10.005     29.901     1.4201         6            0       6
 58650.545234  20.200    0.907     30     27  o    0      2.82  299.61892  62.13773   6875.96   4295.75   3.19  2.81  -7.5 -0.434  18.66  19.62  01a58650o0526o     0           0     15.0       11.669     28.583       1.0794          7        0          7   12.218        9.953     28.224     1.0663         7            0       7
 58650.548723 -21.830    4.344     -7     29  o    0      2.68  299.61892  62.13773   6815.45   4223.47   3.30  2.85 -10.0 -0.426  18.63  19.61  01a58650o0533o  1024           0     40.0        9.885     24.214       0.8490          7        0          7   29.603        9.587     21.088     0.6530         7            0       7
 58650.559545  20.833    1.506     17     25  o    0      6.06  299.61892  62.13773   6799.45   4339.11   3.25  2.87  -9.0 -0.426  18.62  19.63  01a58650o0555o     0           1     17.0       16.628     40.731       2.4178          7        0          7   16.693       10.299     37.775     2.1012         6            0       6
 58654.571480 -20.381    0.982    -26     25  o    0      1.74  299.61892  62.13773   6856.02   4254.31   3.51  2.95  -6.2 -0.411  18.77  19.89  01a58654o0718o     0           0     12.0       12.884     31.558       1.8524          7        0          7    3.976        8.553     30.246     1.7057         7            0       7
 58654.574699 -20.706    1.190    -19     23  o    0      2.80  299.61892  62.13773   6877.14   4293.20   3.46  2.93  -8.8 -0.419  18.79  19.88  01a58654o0725o     0           0      9.0       11.527     28.236       1.4070          7        0          7    5.132        8.265     28.150     1.3705         7            0       7
 58654.580738  19.670    0.450     49     22  o    0      3.52  299.61892  62.13773   6818.22   4218.89   3.34  2.88  -7.1 -0.424  18.76  19.87  01a58654o0738o     0           2     22.0       16.733     40.988       3.0617          7        0          7    6.546       10.015     29.763     1.5941         5            0       5
 58654.591995 -22.144    4.435     -5     22  o    0      8.14  299.61892  62.13773   6812.47   4334.74   3.43  2.86  -9.3 -0.422  18.77  19.84  01a58654o0762o     0           1     -1.0       15.702     38.463       2.9308          7        0          7  -11.234        9.627     16.173     0.4802         5            1       6
 58656.537695  21.352    1.703     10     18  o    0      0.46  299.61892  62.13773   2642.62   1840.65   1.99  1.87 -58.3 -0.463  19.15  19.83  02a58656o0635o     0           1      1.0      674.593   1652.408    8696.4138          7        0          7   -8.119        6.563     15.331     0.9235         6            0       6
 58656.543422  15.577    0.007   2133     14  o    0   1495.53  299.61892  62.13773   2612.91   1804.37   2.07  1.96 -64.5 -0.456  19.16  19.92  02a58656o0647o     4           0      0.0       17.456     42.759       5.8309          7        0          7   -3.872        6.991      9.636     0.2894         6            1       7
 58656.546374 -20.652    0.941    -20     19  o    0      0.74  299.61892  62.13773   2673.48   1875.60   2.02  1.98  80.5 -0.460  19.25  20.02  02a58656o0653o     0           1      6.0      549.677   1346.428    8513.1327          7        0          7    2.261        6.580     12.120     0.4947         6            0       6
 58656.557578  20.506    0.792     23     18  o    0      0.92  299.61892  62.13773   2686.50   1761.12   2.07  1.94  44.6 -0.458  19.20  19.96  02a58656o0676o     0           1     26.0       29.172     71.456      18.3436          7        0          7   17.170        6.643     16.013     0.9018         6            0       6
 58658.510489  18.686    0.139    122     17  o    0      6.15  299.61892  62.13773   5973.92   8858.28   2.96  2.71  -8.3 -0.442  18.99  20.42  01a58658o0590o     0           2     40.0     1164.795   2853.154   20779.0651          7        0          7   15.530        7.911     30.758     2.7211         5            0       5
 58658.513980  20.118    0.500     33     16  o    0      4.83  299.61892  62.13773   4584.25   1669.89   3.37  2.87 -13.2 -0.436  19.22  20.71  01a58658o0597o     0           0      2.0        7.409     18.149       1.2136          7        0          7    5.474        6.138     17.910     1.1602         7            0       7
 58658.519393  19.631    0.326     51     17  o    0      4.78  299.61892  62.13773   5933.36   8820.18   3.17  2.84  -7.1 -0.418  19.04  20.59  01a58658o0608o     0           1     15.0       14.247     34.899       3.4991          7        0          7   13.606        6.991     18.392     0.9910         6            0       6
 58658.530066 -14.160    3.459  -7872  27230  o    0      1.14  299.61892  62.13773   5913.73   8937.96   2.90  2.64  -6.4 -0.410  12.30  12.96  01a58658o0630o     1           7    -76.0     5972.655  14629.957       0.2590          7        0          7      NaN          NaN        NaN        NaN         0            0       0
 58662.508545  15.563    0.006   2162     12  o    0   1087.50  299.61892  62.13773   5966.80   8855.23   2.84  2.79  -0.7 -0.456  19.39  21.21  01a58662o0269o     4           5   1652.0      554.826   1359.040   12701.5429          7        0          7   -3.585        8.109     22.239     2.3585         2            0       2
 58662.511766  15.871    0.008   1628     12  o    0    629.77  299.61892  62.13773   5988.66   8893.67   2.83  2.77  -1.8 -0.460  19.36  21.15  01a58662o0276o     4           3     42.0      422.709   1035.422    6621.0226          7        0          7   -4.054        7.106     24.587     2.9514         3            1       4
 58662.517764  16.266    0.012   1131     13  o    0    265.80  299.61892  62.13773   5924.59   8817.83   2.89  2.84 -15.1 -0.455  19.33  21.09  01a58662o0289o     4           4    648.0      288.673    707.102    3044.5729          7        0          7    9.225        8.042      2.844     0.0344         3            0       3
 58662.527892  15.525    0.006   2239     14  o    0    805.88  299.61892  62.13773   5908.41   8934.24   2.84  2.78 -10.0 -0.459  19.35  21.07  01a58662o0311o     4           3     42.0      587.641   1439.420   11870.6142          7        0          7   17.326        7.087     23.253     2.1892         4            0       4
 58669.529579  19.427    0.245     62     15  o    0      4.56  299.61892  62.13773   5762.27   2698.01   3.41  3.10  -6.2 -0.429  19.20  21.13  01a58669o0121o     0           4    360.0      154.383    378.161     666.0008          7        0          7   21.967       10.943     26.642     1.8711         2            1       3
 58669.532798  18.347    0.084    166     14  o    0     16.98  299.61892  62.13773   5783.76   2749.56   3.39  3.06  -3.7 -0.433  19.21  21.06  01a58669o0128o   516           5   1163.0      281.865    690.426    2100.4248          7        0          7   19.002       10.235     51.523     7.9905         2            0       2
 58669.538341  19.110    0.175     82     14  o    0      6.78  299.61892  62.13773   5731.13   2694.77   3.43  3.22   0.3 -0.424  19.18  21.12  01a58669o0140o  1024           0     53.0       11.488     28.140       2.7192          7        0          7   47.860        6.138     27.436     2.6023         7            0       7
 58669.550912  15.587    0.006   2114     13  o    0    688.00  299.61892  62.13773   5722.61   2859.43   3.38  3.17  -2.2 -0.427  19.26  21.15  01a58669o0167o   100           5   1706.0      448.078   1097.563    5739.7489          7        0          7      NaN          NaN        NaN        NaN         0            2       2
 58675.468080  17.136    0.033    508     17  o    0     33.61  299.61892  62.13773   1827.32   9076.62   2.99  2.94 -31.8 -0.460  19.03  20.42  01a58675o0397o     4           4    407.0      557.472   1365.521    7798.6536          7        0          7   -2.640        9.351     15.677     0.6694         3            0       3
 58675.471783  21.878    2.833      6     18  o    0      0.74  299.61892  62.13773   1849.59   9117.17   2.57  2.49 -43.5 -0.514  19.17  20.45  01a58675o0405o     0           1     10.0      688.749   1687.084   10225.2297          7        0          7    3.767        7.907     24.601     1.6329         5            1       6
 58675.477765 -20.989    1.202    -15     18  o    0      1.26  299.61892  62.13773   1787.55   9038.98   2.61  2.48 -24.8 -0.510  19.18  20.50  01a58675o0418o     0           1     13.0       13.986     34.260       3.4647          7        0          7    4.088        7.633     11.495     0.4450         5            1       6
 58675.487913  21.756    2.341      7     17  o    0      1.35  299.61892  62.13773   1769.48   9153.17   2.68  2.58 -80.7 -0.501  19.25  20.72  01a58675o0440o     0           3     21.0      626.749   1535.216    8708.7859          7        0          7    5.440        8.057     15.239     0.7748         4            0       4
 58676.600672  16.194    0.009   1209     11  o    0    700.62  299.61892  62.13773   2003.94   5930.30   2.22  2.06 -48.4 -0.437  19.57  21.13  02a58676o0533o     4           1      8.0      244.090    597.896    2284.9357          7        0          7    8.304        5.217      6.266     0.2208         6            0       6
 58676.603043  15.679    0.006   1943     11  o    0   1632.44  299.61892  62.13773   1984.57   5891.60   2.29  2.12 -43.8 -0.432  19.56  21.12  02a58676o0538o     4           2     27.0      408.177    999.825    7205.6772          7        0          7    7.179        6.404     15.265     1.1703         4            1       5
 58676.609080  15.688    0.006   1927     11  o    0   1710.90  299.61892  62.13773   2039.70   5967.56   2.27  2.16  25.7 -0.421  19.53  21.04  02a58676o0551o     4           1      4.0      373.928    915.933    5362.1528          7        0          7    6.584        5.146     20.625     2.4441         6            0       6
 58676.611847  15.486    0.005   2320     13  o    0   1806.01  299.61892  62.13773   2058.50   5849.27   2.30  2.12  23.8 -0.426  19.48  20.89  02a58676o0557o     4           1    -10.0      255.036    624.709    3591.9015          7        0          7  -10.074        5.239      6.880     0.2337         6            0       6
 58678.463108  18.487    0.155    146     23  o    0      2.71  299.61892  62.13773   1830.02   9073.91   2.84  2.78 -55.5 -0.475  18.78  19.90  01a58678o0400o     0           1     31.0       18.869     46.220       3.3927          7        0          7   28.916       10.157     24.549     0.9292         6            0       6
 58678.466518  19.555    0.427     55     23  o    0      5.89  299.61892  62.13773   8719.60   1501.06   3.51  3.13 -18.9 -0.395  18.79  19.93  01a58678o0407o     0           3     60.0       31.423     76.970      11.9713          7        0          7  -22.350       13.053     14.787     0.3656         3            1       4
 58678.471981 -20.062    0.672    -34     23  o    0      5.80  299.61892  62.13773   8783.88   1579.90   4.02  3.30 -12.1 -0.353  18.68  19.93  01a58678o0418o     0           0     32.0       14.142     34.641       1.8100          7        0          7   22.376        9.095     32.603     1.6234         7            0       7
 58678.486491  19.713    0.600     47     28  o    0      1.80  299.61892  62.13773   1774.12   9151.16   3.05  2.83 -28.3 -0.457  18.66  19.84  01a58678o0448o     0           0     31.0       13.532     33.148       1.1905          7        0          7   24.637       10.871     32.384     1.1334         7            0       7
 58680.436182  21.543    2.706      9     24  o    0      1.01  299.61892  62.13773   8582.85   4621.42   2.25  1.99  43.6 -0.416  18.87  19.31  02a58680o0430o     0           0      7.0        6.392     15.658       0.6143          7        0          7   -0.098        8.345     14.888     0.4938         7            0       7
 58680.439401 -21.417    2.316    -10     23  o    0      1.12  299.61892  62.13773   8601.73   4659.32   2.24  2.00  46.1 -0.429  18.84  19.31  02a58680o0437o     0           0     -3.0        9.300     22.781       0.9412          7        0          7   -0.299        8.518     22.597     0.9245         7            0       7
 58680.444548 -19.961    0.585    -38     22  o    0      1.93  299.61892  62.13773   2082.76   5995.50   2.07  1.88  24.4 -0.434  18.90  19.29  02a58680o0448o     0           0     12.0        6.000     14.698       0.2602          7        0          7    8.607        9.613     14.482     0.2395         7            0       7
 58680.455386  20.998    1.579     14     23  o    0      0.56  299.61892  62.13773   2092.23   5874.01   2.06  1.85  24.2 -0.452  18.90  19.29  02a58680o0471o     0           0    -24.0        9.413     23.057       0.9777          7        0          7  -21.914        8.097     22.649     0.9667         7            0       7
 58682.452330 -20.624    1.590    -20     32  o    0      5.18  299.61892  62.13773   3301.82   2502.73   3.53  3.01 -13.7 -0.410  18.39  19.40  01a58682o0474o     0           0     16.0       14.305     35.041       1.1232          7        0          7   19.677       11.850     35.001     1.1071         7            0       7
